GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
sweethome3d,com.eteks.sweethome3d.swing,LevelPanel.new DocumentListener() {...},53,0,4,0,12,0,6,0,4,0
sweethome3d,com.eteks.sweethome3d.swing,LevelPanel.new PropertyChangeListener() {...},25,0,2,0,4,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,LevelPanel.new ChangeListener() {...},34,0,0,0,5,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new PropertyChangeListener() {...},21,0,2,0,5,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ChangeListener() {...},28,0,0,0,5,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new DefaultListCellRenderer() {...},18,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ItemListener() {...},16,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ItemListener() {...},38,0,2,0,7,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new PropertyChangeListener() {...},56,6,4,0,13,1,3,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ComboBoxEditor() {...},80,0,6,0,22,0,10,0,7,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new CollectionListener() {...},25,9,4,0,6,1,3,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.NavigationPanelChangeListener,37,0,6,0,8,0,5,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new DocumentListener() {...},38,0,0,0,9,0,4,0,4,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new PropertyChangeListener() {...},4,6,0,0,2,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new PropertyChangeListener() {...},27,0,2,0,4,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new CollectionListener() {...},25,9,4,0,7,1,3,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ItemListener() {...},17,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PhotoPanel.new ResourceAction() {...},14,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new PropertyChangeListener() {...},32,6,10,0,8,1,6,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new PropertyChangeListener() {...},17,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PhotoPanel.new ResourceAction() {...},15,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new PropertyChangeListener() {...},42,6,14,0,10,1,8,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,HomePane.MenuActionType,134,0,0,0,3,0,1,0,1,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new PropertyChangeListener() {...},9,6,0,0,3,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new SelectionListener() {...},4,6,0,0,2,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new MouseInputAdapter() {...},119,0,24,0,22,0,17,0,5,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new PropertyChangeListener() {...},44,6,0,0,10,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new HyperlinkListener() {...},15,0,2,0,4,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new ComponentAdapter() {...},90,0,0,0,7,0,3,0,3,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new Callable() {...},27,0,0,0,7,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PhotoPanel.new ChangeListener() {...},21,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PhotoPanel.new PropertyChangeListener() {...},20,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ItemListener() {...},17,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PhotoPanel.new ChangeListener() {...},21,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ChangeListener() {...},31,0,0,0,5,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PhotoPanel.new ResourceAction() {...},14,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new MouseWheelListener() {...},165,0,12,0,27,0,8,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new PropertyChangeListener() {...},20,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PhotoPanel.new ResourceAction() {...},14,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ItemListener() {...},17,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PhotoPanel.new VisualTransferHandler() {...},69,0,2,0,17,0,5,0,4,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new PropertyChangeListener() {...},16,0,2,0,4,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new PropertyChangeListener() {...},17,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PhotoPanel.new MouseAdapter() {...},34,0,6,0,6,0,5,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new FocusAdapter() {...},13,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ChangeListener() {...},28,0,0,0,5,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new PropertyChangeListener() {...},102,6,24,0,19,1,13,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new AbstractAction() {...},13,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new PropertyChangeListener() {...},33,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new CollectionListener() {...},30,9,4,0,7,1,3,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new AbstractAction() {...},13,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ChangeListener() {...},28,0,0,0,5,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new DocumentListener() {...},43,0,0,0,11,0,4,0,4,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new PropertyChangeListener() {...},33,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new JFormattedTextField() {...},19,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new Comparator() {...},26,0,4,0,7,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new PropertyChangeListener() {...},100,9,30,0,22,1,16,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new PropertyChangeListener() {...},33,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,MultipleLevelsPlanPanel.2.new Runnable() {...},23,0,2,0,4,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new Runnable() {...},23,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new CollectionListener() {...},40,9,4,0,9,1,3,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new PropertyChangeListener() {...},91,6,24,0,20,1,13,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new Comparator() {...},28,0,8,0,8,0,6,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new CollectionListener() {...},40,9,4,0,9,1,3,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new PropertyChangeListener() {...},16,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new PropertyChangeListener() {...},4,6,0,0,2,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.7.new Runnable() {...},46,0,2,0,4,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new MouseAdapter() {...},14,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new PropertyChangeListener() {...},17,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new PropertyChangeListener() {...},4,6,0,0,2,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new PropertyChangeListener() {...},17,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new CollectionListener() {...},25,9,4,0,6,1,3,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new WindowAdapter() {...},16,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new ChangeListener() {...},31,0,0,0,5,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new Runnable() {...},43,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new AncestorListener() {...},41,0,2,0,8,0,5,0,4,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new MouseMotionAdapter() {...},15,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new PopupMenuListener() {...},157,0,12,0,27,0,10,0,4,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new Runnable() {...},32,0,2,0,8,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new TextureManager.TextureObserver() {...},32,0,2,0,6,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,TextureChoiceComponent.TexturePanel.TextureListCellRenderer.new Icon() {...},69,0,2,0,15,0,5,0,4,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new KeyListener() {...},197,0,34,0,45,0,22,0,5,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new MouseInputAdapter() {...},29,0,0,0,9,0,5,0,5,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new CollectionListener() {...},77,0,3,0,13,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new PropertyChangeListener() {...},21,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new CollectionListener() {...},84,0,7,0,15,0,6,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new PropertyChangeListener() {...},269,0,36,0,41,0,20,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new CollectionListener() {...},65,0,3,0,13,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,Home3DAttributesPanel.new ChangeListener() {...},19,0,2,0,4,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new PropertyChangeListener() {...},170,0,38,0,31,0,22,0,3,0
sweethome3d,com.eteks.sweethome3d.swing,Home3DAttributesPanel.new ChangeListener() {...},27,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,Home3DAttributesPanel.new PropertyChangeListener() {...},19,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,Home3DAttributesPanel.new ChangeListener() {...},20,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new MouseInputAdapter() {...},412,0,54,0,84,0,33,0,6,0
sweethome3d,com.eteks.sweethome3d.swing,Home3DAttributesPanel.new PropertyChangeListener() {...},20,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new AbstractAction() {...},19,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new MouseAdapter() {...},15,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePrintableComponent.Variable,0,155,0,2,0,22,0,6,0,5
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new PropertyChangeListener() {...},22,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new Runnable() {...},141,0,26,0,24,0,15,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new PropertyChangeListener() {...},23,0,2,0,4,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new ChangeListener() {...},22,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new PropertyChangeListener() {...},21,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new Runnable() {...},41,0,4,0,8,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new PropertyChangeListener() {...},25,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new PropertyChangeListener() {...},26,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new AncestorListener() {...},28,0,0,0,6,0,4,0,4,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new AbstractAction() {...},20,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.SupportedLanguagesChangeListener,73,0,6,0,16,0,5,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable,831,8,80,0,192,2,59,1,15,1
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new PropertyChangeListener() {...},34,0,2,0,4,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new PropertyChangeListener() {...},26,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new JToggleButton.ToggleButtonModel() {...},131,0,26,0,27,0,16,0,3,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new JToggleButton.ToggleButtonModel() {...},131,0,26,0,27,0,16,0,3,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new PropertyChangeListener() {...},20,0,2,0,4,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new PropertyChangeListener() {...},26,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new CollectionListener() {...},29,0,3,0,6,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new JToggleButton.ToggleButtonModel() {...},22,0,2,0,2,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new JToggleButton.ToggleButtonModel() {...},19,0,0,0,2,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new JToggleButton.ToggleButtonModel() {...},13,0,0,0,2,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,VideoPanel.21.new Runnable() {...},50,0,2,0,9,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogTree.new MouseInputAdapter() {...},75,12,16,0,17,1,10,1,2,1
sweethome3d,com.eteks.sweethome3d.swing,NullableSpinner.NullableSpinnerNumberModel,3,120,2,24,1,35,2,20,0,9
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogTree.new MouseMotionAdapter() {...},30,6,8,0,7,1,5,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogTree.new TreeSelectionListener() {...},17,12,0,0,4,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogTree.new SelectionListener() {...},0,20,0,0,0,3,0,2,0,2
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.FurnitureTableColumnModel.new PropertyChangeListener() {...},16,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.FurnitureTableColumnModel.new DefaultTableCellRenderer() {...},26,0,2,0,5,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.FurnitureTableColumnModel.new DefaultTableCellRenderer() {...},19,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,WizardPane.new PropertyChangeListener() {...},15,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.FurnitureTableColumnModel.new FurnitureTable.FurnitureTableColumnModel.1SizeRenderer() {...},23,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,WizardPane.new PropertyChangeListener() {...},24,0,2,0,5,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.FurnitureTableColumnModel.new DefaultTableCellRenderer() {...},39,0,2,0,10,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new TextureManager.TextureObserver() {...},14,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new PropertyChangeListener() {...},24,0,2,0,5,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new MouseInputAdapter() {...},11,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new PropertyChangeListener() {...},23,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new MouseWheelListener() {...},31,0,4,0,7,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new PropertyChangeListener() {...},86,0,18,0,17,0,11,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new PropertyChangeListener() {...},80,0,8,0,13,0,6,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new CollectionListener() {...},35,0,3,0,8,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new PropertyChangeListener() {...},40,0,2,0,5,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new PropertyChangeListener() {...},290,0,26,0,45,0,15,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new DefaultListCellRenderer() {...},77,0,4,0,12,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new AbstractAction() {...},6,12,0,0,2,3,1,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new PropertyChangeListener() {...},17,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new FocusListener() {...},72,0,8,0,19,0,11,0,7,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new ItemListener() {...},18,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new ItemListener() {...},21,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new ResourceAction() {...},17,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new ItemListener() {...},17,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new PropertyChangeListener() {...},40,0,5,0,10,0,6,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new ItemListener() {...},17,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.FurnitureTableModel,61,79,8,6,14,24,11,7,5,6
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new PropertyChangeListener() {...},17,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent,11080,1069,1014,6,1994,216,645,3,131,3
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTransferHandler,74,78,7,9,17,23,5,9,0,6
sweethome3d,com.eteks.sweethome3d.swing,SwingTools.8.new Runnable() {...},11,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,SwingTools.8.new Runnable() {...},30,0,4,0,5,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.RulersVisibilityChangeListener,58,0,6,0,12,0,5,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePane.OBJExporter,377,0,42,0,68,0,25,0,4,0
sweethome3d,com.eteks.sweethome3d.swing,BackgroundImageWizardStepsPanel.OriginImagePreviewComponent,214,0,2,0,37,0,5,0,4,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.PaintMode,44,0,0,0,1,0,1,0,1,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ActionListener() {...},62,0,2,0,13,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new TransferHandler() {...},56,0,2,0,14,0,4,0,3,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new PropertyChangeListener() {...},15,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ActionListener() {...},39,0,2,0,6,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ResourceAction() {...},75,0,2,0,11,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ResourceAction() {...},75,0,2,0,11,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ResourceAction() {...},27,0,0,0,5,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ResourceAction() {...},75,0,2,0,11,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.new TableColumnModelListener() {...},54,0,4,0,15,0,8,0,6,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.new ResourceAction() {...},75,0,2,0,11,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.new PropertyChangeListener() {...},21,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.new CollectionListener() {...},27,0,2,0,5,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.new CollectionListener() {...},27,0,2,0,5,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.new MouseAdapter() {...},32,0,2,0,6,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.new SelectionListener() {...},16,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.new ListSelectionListener() {...},62,0,2,0,10,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.new MouseAdapter() {...},106,0,10,0,18,0,7,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.new PropertyChangeListener() {...},25,0,0,0,5,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.UserPreferencesChangeListener,77,9,16,0,21,3,10,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.SpinnerLengthModel.new PropertyChangeListener() {...},35,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HomePDFPrinter,162,15,8,0,38,6,5,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,LevelPanel.new AncestorListener() {...},34,0,2,0,8,0,5,0,4,0
sweethome3d,com.eteks.sweethome3d.swing,LevelPanel.new DefaultListSelectionModel() {...},31,0,4,0,7,0,9,0,7,0
sweethome3d,com.eteks.sweethome3d.swing,PhotoPanel.ActionType,0,44,0,0,0,1,0,1,0,1
sweethome3d,com.eteks.sweethome3d.swing,HelpPane.new PropertyChangeListener() {...},15,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HelpPane.new PropertyChangeListener() {...},19,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.PieceOfFurniturePlanIcon,235,0,12,0,44,0,9,0,3,0
sweethome3d,com.eteks.sweethome3d.swing,HelpPane.new PropertyChangeListener() {...},22,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HelpPane.new PropertyChangeListener() {...},16,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HelpPane.new DefaultFocusTraversalPolicy() {...},10,0,0,0,2,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HelpPane.new ResourceAction() {...},16,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HelpPane.new DocumentListener() {...},41,0,2,0,8,0,5,0,4,0
sweethome3d,com.eteks.sweethome3d.swing,VisualTransferHandler,30,9,6,0,6,2,4,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,HelpPane.new PropertyChangeListener() {...},19,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,HelpPane.new ResourceAction() {...},39,0,2,0,8,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new ChangeListener() {...},19,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new PropertyChangeListener() {...},19,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new ChangeListener() {...},19,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new PropertyChangeListener() {...},19,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new ChangeListener() {...},19,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new PropertyChangeListener() {...},19,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,AutoCompleteTextField,0,14,0,0,0,4,0,1,0,1
sweethome3d,com.eteks.sweethome3d.swing,ScaledImageComponent,267,87,19,5,35,29,13,10,1,10
sweethome3d,com.eteks.sweethome3d.swing,TextureChoiceComponent.TexturePanel.3.new Runnable() {...},16,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new ItemListener() {...},18,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new PropertyChangeListener() {...},17,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new PropertyChangeListener() {...},17,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.new DefaultListCellRenderer() {...},34,0,0,0,7,0,2,0,2,0
