GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,Scenario,Token
sweethome3d,com.eteks.sweethome3d.swing,Home3DAttributesPanel.new PropertyChangeListener() {...},15,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,Home3DAttributesPanel.new PropertyChangeListener() {...},18,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,Home3DAttributesPanel.new ChangeListener() {...},19,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,VideoPanel.ImageSourceStream.new Runnable() {...},16,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,MultipleLevelsPlanPanel.LanguageChangeListener,42,0,2,0,10,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomePane.LanguageChangeListener,28,0,2,0,8,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomePane.1MouseAndFocusListener.new Runnable() {...},29,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomePane.1MouseAndFocusListener.new Runnable() {...},28,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,VideoPanel.ImageDataSource,36,0,0,0,14,0,12,0,12,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedTextureWizardStepsPanel.3.new Runnable() {...},24,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedTextureWizardStepsPanel.3.new Runnable() {...},20,0,0,0,4,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,SwingTools.1SelectionOnFocusManager.new Runnable() {...},11,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,SwingTools.1SelectionOnFocusManager.new Runnable() {...},21,0,0,0,4,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel.new PropertyChangeListener() {...},16,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel.new ChangeListener() {...},20,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel.new ChangeListener() {...},20,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel.new ChangeListener() {...},20,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel.new PropertyChangeListener() {...},16,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel.new PropertyChangeListener() {...},20,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel.new ChangeListener() {...},21,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel.new PropertyChangeListener() {...},26,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel.new ChangeListener() {...},21,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogListPanel.PreferencesChangeListener,123,0,8,0,29,0,7,0,3,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,NullableSpinner,29,0,0,0,7,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,VideoPanel.LanguageChangeListener,36,0,2,0,11,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomePane.31.new Runnable() {...},12,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.CameraInterpolator,322,0,20,0,44,0,13,0,3,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,NullableSpinner.new JFormattedTextField.AbstractFormatterFactory() {...},14,0,0,0,2,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,NullableSpinner.NullableSpinnerLengthModel,57,0,6,0,14,0,6,0,3,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new AbstractAction() {...},18,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new AbstractAction() {...},18,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,TextureChoiceComponent.new PropertyChangeListener() {...},10,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,TextureChoiceComponent.new Icon() {...},105,0,4,0,19,0,6,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,TextureChoiceComponent.new ActionListener() {...},25,0,0,0,4,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel.new PropertyChangeListener() {...},20,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel.new ChangeListener() {...},21,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel.new PropertyChangeListener() {...},20,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel.new PropertyChangeListener() {...},36,0,2,0,5,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel.new PropertyChangeListener() {...},17,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel.new ItemListener() {...},17,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,PlanTransferHandler.new Runnable() {...},27,0,0,0,4,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,PlanTransferHandler.new Transferable() {...},54,0,6,0,10,0,7,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ColorButton.new ActionListener() {...},115,0,16,0,25,0,11,0,3,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ResourceAction.ButtonAction,16,0,4,0,6,0,4,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,TextureChoiceComponent.TexturePanel.TexturesCatalogListener,47,0,5,0,13,0,5,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ColorButton.new Icon() {...},67,0,2,0,9,0,5,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.AutoRepeatButton.new MouseAdapter() {...},31,0,0,0,8,0,4,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HelpPane.LanguageChangeListener,59,0,4,0,15,0,4,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,VisualTransferHandler.DragGestureRecognizerWithVisualRepresentation,31,0,0,0,10,0,4,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.AutoRepeatButton.new ActionListener() {...},29,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.AutoRepeatButton.new ChangeListener() {...},18,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,VideoPanel.ImageSourceStream,122,0,8,0,28,0,13,0,9,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,WizardPane,364,0,26,0,73,0,19,0,6,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new AbstractAction() {...},18,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.JCanvas3DWithNavigationPanel,20,0,0,0,6,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,CompassPanel.new JComponent() {...},183,0,0,0,31,0,3,0,3,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,CompassPanel.new SpinnerNumberModel() {...},82,0,4,0,7,0,5,0,3,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.40.new Runnable() {...},210,0,4,0,23,0,4,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,CompassPanel.new ChangeListener() {...},40,0,0,0,6,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,CompassPanel.new PropertyChangeListener() {...},22,0,0,0,4,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,CompassPanel.new PropertyChangeListener() {...},13,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,CompassPanel.new ChangeListener() {...},36,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,CompassPanel.new ItemListener() {...},33,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,CompassPanel,1199,0,14,0,148,0,12,0,5,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,CompassPanel.new DefaultListCellRenderer() {...},57,0,6,0,10,0,5,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,BackgroundImageWizardStepsPanel,901,0,20,0,141,0,24,0,13,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,PlanTransferHandler,317,0,38,0,83,0,31,0,12,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,CompassPanel.new PropertyChangeListener() {...},16,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,CompassPanel.new ChangeListener() {...},36,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new MenuListener() {...},22,0,0,0,5,0,4,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new LayoutFocusTraversalPolicy() {...},32,0,6,0,8,0,5,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new KeyAdapter() {...},186,0,30,0,36,0,20,0,5,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new PropertyChangeListener() {...},74,0,12,0,9,0,8,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new PropertyChangeListener() {...},29,0,2,0,5,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new PropertyChangeListener() {...},38,0,4,0,4,0,4,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new ResourceAction() {...},37,0,2,0,6,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new ResourceAction() {...},22,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomePane.new ResourceAction() {...},22,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogTransferHandler.new Runnable() {...},16,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new AbstractAction() {...},18,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.AttributesPreviewComponent,10,0,0,0,4,0,1,0,1,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ModelPreviewComponent.new AncestorListener() {...},38,0,6,0,10,0,7,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ModelPreviewComponent.new Component3DManager.RenderingObserver() {...},12,0,0,0,5,0,4,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ModelPreviewComponent.new MouseInputAdapter() {...},94,0,6,0,13,0,6,0,3,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,VideoPanel.FrameGenerator,16,0,2,0,6,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ModelPreviewComponent.new MouseWheelListener() {...},26,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ResourceAction.PopupMenuItemAction.new PropertyChangeListener() {...},26,0,6,0,5,0,5,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ModelPreviewComponent.new MouseListener() {...},62,0,0,0,11,0,6,0,6,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ModelPreviewComponent.new MouseMotionListener() {...},32,0,0,0,5,0,3,0,3,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ModelPreviewComponent.new Runnable() {...},18,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,PhotoPanel.5.new Transferable() {...},23,0,0,0,4,0,4,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeFurniturePanel.new PropertyChangeListener() {...},25,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeFurniturePanel.new ChangeListener() {...},34,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeFurniturePanel.new PropertyChangeListener() {...},25,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeFurniturePanel.new ChangeListener() {...},32,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeFurniturePanel.new PropertyChangeListener() {...},25,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeFurniturePanel.new ChangeListener() {...},34,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.NavigationButton.new RGBImageFilter() {...},43,0,0,0,8,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.NavigationButton.new MouseMotionAdapter() {...},13,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.NavigationButton.new MouseAdapter() {...},19,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,UserPreferencesPanel.21.new Icon() {...},71,0,2,0,9,0,5,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.NavigationButton.new ActionListener() {...},52,0,4,0,5,0,4,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.NavigationButton.new ChangeListener() {...},35,0,8,0,8,0,6,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,PrintPreviewPanel.ActionType,24,0,0,0,1,0,1,0,1,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.NavigationButton.new PropertyChangeListener() {...},11,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,PhotoPanel,2337,0,98,0,361,0,66,0,17,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.PieceOfFurnitureModelIcon,461,0,30,0,81,0,20,0,5,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.NavigationButton.new ResourceAction() {...},8,0,0,0,2,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedTextureWizardStepsPanel.new ChangeListener() {...},28,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HelpPane.ActionType,44,0,0,0,1,0,1,0,1,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedTextureWizardStepsPanel.new PropertyChangeListener() {...},10,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedTextureWizardStepsPanel.new PropertyChangeListener() {...},20,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedTextureWizardStepsPanel.new ChangeListener() {...},28,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedTextureWizardStepsPanel.new PropertyChangeListener() {...},20,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,JPEGImagesToVideo,226,0,22,0,61,0,14,0,3,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedTextureWizardStepsPanel.new Runnable() {...},65,0,4,0,19,0,4,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedTextureWizardStepsPanel.new Runnable() {...},34,0,0,0,8,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.CameraInterpolator.new Runnable() {...},28,0,2,0,6,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeFurniturePanel.new PropertyChangeListener() {...},17,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeFurniturePanel.new PropertyChangeListener() {...},24,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeFurniturePanel.new DocumentListener() {...},53,0,4,0,12,0,6,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,IconManager.new Icon() {...},20,0,0,0,4,0,4,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,SwingTools,647,0,72,0,164,0,56,0,20,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ResourceAction,229,0,14,0,38,0,12,0,5,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,BackgroundImageWizardStepsPanel.ScaleImagePreviewComponent.new MouseInputAdapter() {...},321,0,32,0,38,0,20,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,BackgroundImageWizardStepsPanel.ScaleImagePreviewComponent.new PropertyChangeListener() {...},10,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.AbstractModelPreviewComponent.new PropertyChangeListener() {...},16,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.AbstractModelPreviewComponent.new PropertyChangeListener() {...},16,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,TextureChoiceComponent.TexturePanel.TextureListCellRenderer,66,0,4,0,11,0,3,0,1,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,LevelPanel.LevelsTableModel,64,0,11,0,19,0,12,0,5,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomePane.FocusCycleRootChangeListener.new PropertyChangeListener() {...},147,0,22,0,25,0,13,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.PlanRulerComponent.new AncestorListener() {...},27,0,2,0,7,0,5,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.PlanRulerComponent.new MouseInputAdapter() {...},45,0,0,0,13,0,5,0,5,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ObserverCameraPanel,848,0,12,0,108,0,11,0,5,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.IconPreviewComponent,49,0,0,0,12,0,3,0,3,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new PropertyChangeListener() {...},17,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new ChangeListener() {...},20,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new ChangeListener() {...},19,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new ChangeListener() {...},20,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new PropertyChangeListener() {...},15,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new ChangeListener() {...},32,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeFurniturePanel.new PropertyChangeListener() {...},28,0,0,0,4,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new PropertyChangeListener() {...},24,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,BackgroundImageWizardStepsPanel.ScaleImagePreviewComponent,242,0,2,0,42,0,5,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,MultipleLevelsPlanPanel.new MouseListener() {...},64,0,0,0,11,0,6,0,6,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,MultipleLevelsPlanPanel.new FocusListener() {...},37,0,0,0,5,0,3,0,3,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,PlanComponent.new AbstractAction() {...},18,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new PropertyChangeListener() {...},15,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ModelPreviewComponent,1586,0,116,0,330,0,92,0,34,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new ChangeListener() {...},19,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new PropertyChangeListener() {...},21,0,0,0,4,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new ChangeListener() {...},19,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new PropertyChangeListener() {...},17,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new PropertyChangeListener() {...},15,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new ChangeListener() {...},20,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new ChangeListener() {...},20,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,MultipleLevelsPlanPanel.new ChangeListener() {...},24,0,2,0,5,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,MultipleLevelsPlanPanel.new MouseAdapter() {...},75,0,8,0,12,0,6,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,MultipleLevelsPlanPanel.new PropertyChangeListener() {...},30,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,MultipleLevelsPlanPanel.new MouseMotionListener() {...},31,0,0,0,5,0,3,0,3,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,MultipleLevelsPlanPanel.new PropertyChangeListener() {...},76,0,6,0,11,0,5,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,MultipleLevelsPlanPanel.new CollectionListener() {...},76,0,3,0,11,0,4,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogListPanel.new JComboBox() {...},15,0,0,0,2,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogTree.4.new Runnable() {...},14,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogListPanel.new ComponentAdapter() {...},10,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogListPanel.new ItemListener() {...},22,0,0,0,4,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogListPanel.new DefaultListCellRenderer() {...},35,0,2,0,6,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogListPanel.new AbstractAction() {...},12,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogListPanel.new DocumentListener() {...},50,0,2,0,12,0,5,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,WallPanel,2626,0,68,0,324,0,45,0,11,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,NullableCheckBox,224,0,20,0,57,0,25,0,15,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,ProportionalLayout,401,0,54,0,86,0,39,0,12,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogListPanel.new JList() {...},152,0,8,0,22,0,6,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogListPanel.new AncestorListener() {...},15,0,0,0,6,0,4,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,FurnitureCatalogListPanel.new ListDataListener() {...},18,0,0,0,7,0,4,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,JPEGImagesToVideo.new ControllerListener() {...},66,0,10,0,15,0,7,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,JPEGImagesToVideo.new DataSinkListener() {...},55,0,4,0,13,0,4,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new ChangeListener() {...},32,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.FurnitureTableColumnModel.16.new Icon() {...},56,0,0,0,9,0,4,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new ChangeListener() {...},19,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new PropertyChangeListener() {...},15,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new PropertyChangeListener() {...},21,0,0,0,4,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new DocumentListener() {...},53,0,4,0,12,0,6,0,4,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new PropertyChangeListener() {...},24,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new ChangeListener() {...},32,0,0,0,5,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new PropertyChangeListener() {...},24,0,2,0,4,0,3,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,RoomPanel.new PropertyChangeListener() {...},17,0,0,0,3,0,2,0,2,0,scenario4,2000
sweethome3d,com.eteks.sweethome3d.swing,HomeComponent3D.new Component3DManager.RenderingObserver() {...},27,0,2,0,9,0,5,0,4,0,scenario4,2000
